"Kod";"Nazwa";"ogółem;1999;[ha]";"ogółem;2000;[ha]";"ogółem;2001;[ha]";"ogółem;2002;[ha]";"ogółem;2003;[ha]";"ogółem;2004;[ha]";"ogółem;2005;[ha]";"ogółem;2006;[ha]";"ogółem;2007;[ha]";"ogółem;2008;[ha]";"ogółem;2009;[ha]";"ogółem;2010;[ha]";"ogółem;2011;[ha]";"ogółem;2012;[ha]";"ogółem;2013;[ha]";"ogółem;2014;[ha]";"ogółem;2015;[ha]";"ogółem;2016;[ha]";"ogółem;2017;[ha]";"ogółem;2018;[ha]";"ogółem;2019;[ha]";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"ogółem;2023;[ha]";"ogółem;2024;[ha]";
1435000;"Powiat wyszkowski";;29151,7;29149,3;29407,7;29286,7;29294,6;29323,7;29434,0;29444,9;29461,5;29558,5;29578,1;29576,5;29581,2;29579,14;29577,04;30646,08;30524,10;30516,41;30478,19;30506,42;30584,88;30319,40;30326,41;30325,17;30354,52;
1436000;"Powiat zwoleński";;8474,0;8395,8;8454,5;8447,4;8445,0;8460,7;8492,7;8606,9;8620,6;8666,6;8728,9;8799,9;8803,1;8807,00;10274,49;10329,13;10331,18;10338,11;10353,68;10354,98;10359,38;10428,67;10359,96;10358,36;10362,75;
1437000;"Powiat żuromiński";;15959,1;16096,1;16166,1;16329,0;16353,6;16395,2;16447,7;16502,4;16471,5;16640,3;16632,5;17035,1;17090,2;17054,17;17135,87;17458,05;17571,39;17619,80;17684,05;17667,99;17672,86;17673,38;17685,84;17691,27;17741,02;
1438000;"Powiat żyrardowski";;12123,8;12156,2;12209,8;12288,9;12344,0;12296,8;12312,9;12282,3;12256,9;12251,4;12247,6;12239,7;12245,4;12248,45;12262,63;12252,03;12250,60;12279,87;12242,59;12239,87;12233,83;12233,33;12232,23;12246,49;12255,92;
1461000;"Powiat m. Ostrołęka";;111,0;111,0;137,0;137,0;193,1;193,1;193,1;250,0;251,0;251,0;265,6;265,6;259,1;259,40;259,40;259,40;259,40;309,02;494,01;517,76;517,76;517,76;517,72;517,72;517,72;
1462000;"Powiat m. Płock";;404,0;404,0;416,5;408,5;406,5;426,5;426,5;423,5;428,3;430,7;431,6;431,7;432,5;432,67;434,73;431,75;430,03;435,04;433,81;443,74;443,74;443,74;424,73;435,90;435,90;
1463000;"Powiat m. Radom";;681,6;658,8;658,8;658,8;658,7;735,1;737,8;737,2;737,2;722,2;790,3;790,3;761,3;781,09;810,24;810,24;810,23;793,22;804,08;791,08;789,08;788,08;771,07;769,44;770,44;
1464000;"Powiat m. Siedlce";;204,4;206,4;227,7;218,4;221,4;218,7;217,9;217,9;217,9;217,9;218,8;218,6;218,6;218,22;218,22;218,22;218,21;218,21;217,02;217,10;216,73;216,43;216,43;216,32;216,32;
1465000;"Powiat m. st. Warszawa";;;;7134,7;7100,9;7106,0;7467,7;7577,9;7432,7;8118,1;7539,5;7071,5;7124,2;7174,1;7181,71;7234,71;7226,30;7155,11;7279,93;7226,58;7406,18;7355,39;7804,18;7825,25;7828,78;7706,33;
1601000;"Powiat brzeski";;16457,8;16481,0;16500,6;16521,7;16589,8;16650,2;16669,9;16706,9;16807,8;16862,4;16894,7;16903,7;16901,3;16912,39;16950,65;16955,02;16959,29;16987,99;16995,24;16999,78;16988,32;16931,06;16980,57;17000,65;17124,50;
1602000;"Powiat głubczycki";;4044,6;5990,0;4025,5;4100,7;4107,4;4222,6;4208,6;4223,7;4275,9;4271,6;4297,4;4324,7;4353,7;4359,79;4408,44;4397,94;4395,38;4393,44;4388,99;4386,87;4386,87;4389,12;4388,11;4390,53;4390,51;
1603000;"Powiat kędzierzyńsko-kozielski";;15022,6;13017,6;15031,8;14998,7;15056,6;15052,9;15135,2;15125,9;15162,8;15170,0;15164,0;15171,3;15168,4;15115,35;15103,73;15075,11;15070,16;15063,54;15061,05;15072,89;15049,11;15102,02;15113,23;15109,87;15202,17;
1604000;"Powiat kluczborski";;25864,0;25830,4;25834,5;25878,7;25928,9;26077,4;26058,3;26058,6;26098,5;26096,0;26090,5;26074,4;26059,3;26138,29;26128,34;26160,14;26158,48;26129,09;26132,80;26128,93;26109,75;26113,64;26118,86;26125,84;26138,95;
1605000;"Powiat krapkowicki";;10599,8;10583,0;10585,8;10562,4;10578,8;10710,7;10767,9;10835,3;10821,6;10816,9;10821,8;10825,1;10830,3;10858,23;10861,86;10862,59;10858,74;10854,56;10850,91;10843,64;10830,28;10832,17;10834,86;10841,31;10848,33;
1606000;"Powiat namysłowski";;20857,2;20922,6;20937,8;20990,3;20969,0;20981,2;21055,1;21074,1;21078,3;21111,0;21111,7;21177,2;21247,2;21299,66;21348,57;21359,26;21404,74;21456,68;21471,86;21474,17;21517,12;21534,96;21578,36;21593,97;21656,87;
1607000;"Powiat nyski";;15048,8;15089,2;15244,4;15201,2;15394,0;15429,8;15565,3;15567,6;15954,5;15664,7;15714,3;15649,1;15657,5;15705,82;15874,57;15868,56;15914,74;16310,57;16357,74;16361,60;16362,07;16326,08;16348,75;16361,34;16384,45;
1608000;"Powiat oleski";;34735,0;34800,0;34808,8;34781,5;34822,4;34914,2;34981,9;34981,4;35055,7;35054,7;35050,7;35033,9;35062,8;35071,81;35094,20;35120,25;35130,13;35091,51;35092,01;35095,16;35134,59;35004,10;35012,29;35022,56;35016,55;
1609000;"Powiat opolski";;72117,1;72093,7;72146,9;72306,3;72325,3;72396,1;72517,3;72592,9;72599,1;72638,8;72676,5;72737,2;72765,0;72796,83;72836,38;72848,35;72345,28;72162,64;72144,67;72171,21;72189,91;72188,21;72240,21;72235,65;72243,28;
1610000;"Powiat prudnicki";;6424,5;6470,1;6475,7;6543,6;6514,6;6549,1;6632,0;6674,3;6662,0;6655,1;6644,4;6607,9;6650,8;6623,78;6623,27;6623,20;6623,67;6623,72;6663,31;6662,52;6657,31;6656,33;6655,89;6659,52;6671,85;
1611000;"Powiat strzelecki";;30782,5;30777,5;30847,6;30856,4;30869,6;30940,5;30980,8;30994,7;31003,4;31002,9;31012,8;31017,0;31040,0;31062,64;31067,20;31077,28;31087,54;31097,14;31095,79;31072,38;31065,47;31003,45;31043,50;31051,77;31050,36;
1661000;"Powiat m. Opole";;921,9;926,0;929,7;926,8;935,0;934,6;934,6;954,2;954,2;954,2;948,1;948,1;948,3;947,60;947,59;947,17;1454,35;1572,69;1571,18;1574,31;1573,00;1572,57;1574,90;1578,77;1584,63;
1801000;"Powiat bieszczadzki";;139616,9;135593,8;79282,1;79268,0;79566,9;79939,4;79961,4;80023,0;79733,8;79804,9;79706,5;80287,5;80305,6;80337,49;80528,35;80534,50;80641,47;80727,86;80845,71;80888,30;80875,29;80873,95;80646,85;80748,13;80783,08;
1802000;"Powiat brzozowski";;15416,3;15306,6;15158,5;15140,6;15205,4;15284,8;15232,1;15279,3;15334,9;15403,4;15595,8;15810,9;15995,1;15908,52;16243,71;16534,40;16660,66;16695,84;16745,31;16770,09;16773,95;16801,50;16867,14;16877,12;16920,08;
1803000;"Powiat dębicki";;15023,4;19131,2;19186,2;19195,5;19230,0;19353,4;19391,8;19424,8;19446,4;19552,2;19653,9;19778,3;19887,3;20052,40;20097,60;20161,50;20290,59;20413,10;20435,08;20171,25;20069,95;20003,84;20060,44;20078,15;20084,62;
1804000;"Powiat jarosławski";;22305,6;22420,6;22434,1;22428,8;22415,5;22747,5;22825,8;22882,2;22976,5;22930,7;23092,1;23201,7;23327,3;23364,61;23392,51;23442,69;23565,26;23668,69;23743,92;23786,66;23803,07;23820,08;23856,73;23872,94;23953,92;
1805000;"Powiat jasielski";;31991,6;32026,4;32120,9;30261,7;30241,3;30286,8;30280,7;30432,8;30418,7;30527,8;30573,4;30819,5;30980,8;31138,35;31152,19;31315,62;31332,47;31444,20;31427,37;31442,92;31446,23;31463,02;31478,13;31479,32;31434,26;
1806000;"Powiat kolbuszowski";;26684,8;26674,5;26679,7;26780,7;26789,0;26936,9;27054,7;27209,3;27363,7;27439,0;27793,2;27945,0;28163,7;28318,59;28329,74;28356,51;28414,62;28449,53;28466,05;28494,43;28515,98;28527,65;28536,19;28552,83;28576,95;
1807000;"Powiat krośnieński";;32681,7;32631,3;32729,7;32755,8;32792,4;32918,1;33000,0;33032,6;33206,4;33211,0;33269,8;33300,7;33322,2;33379,71;33419,29;33450,64;33529,50;38809,01;38881,16;38894,93;38906,14;38887,72;38892,06;38877,86;38935,09;
1808000;"Powiat leżajski";;17674,3;17707,1;17768,0;17812,5;18127,5;18072,7;18353,4;18359,4;18403,5;18575,5;19169,5;19186,1;19224,6;19210,07;19242,26;19205,47;19074,75;19072,99;18925,44;18952,55;18942,64;18911,88;18896,89;18818,46;18822,84;
1809000;"Powiat lubaczowski";;61285,3;61201,5;61174,5;61438,5;61347,9;61355,1;62687,9;62654,8;63075,4;63283,7;63417,1;63417,0;63564,5;63738,45;63952,16;64329,43;64546,55;64631,69;64852,61;64559,26;64296,26;64385,86;64414,32;64496,10;64570,27;
1810000;"Powiat łańcucki";;9268,4;9297,5;9350,0;9340,0;9341,8;9359,6;9380,2;9402,5;9433,9;9490,4;9511,2;9545,7;9568,3;9583,38;9595,73;9597,22;9601,78;9605,01;9606,60;9622,90;9612,74;9624,97;9639,65;9642,95;9647,06;
1811000;"Powiat mielecki";;20412,3;20215,2;20247,4;19876,0;19882,3;20035,8;19918,4;20150,9;20344,6;20458,7;20609,6;21835,6;21870,9;21902,41;21914,97;21886,61;21903,89;21902,85;21881,01;21896,79;21902,55;21911,68;21922,63;21944,94;21955,42;
1812000;"Powiat niżański";;32458,6;32334,4;32368,5;32846,5;32918,8;32932,9;32775,6;32749,5;32775,3;32949,1;32960,2;32985,1;33176,6;33226,09;33251,17;33247,09;33406,12;33563,48;33707,31;33710,16;33586,52;33886,13;33669,90;33883,50;33985,03;
1813000;"Powiat przemyski";;46974,4;47201,2;46879,8;46661,2;47019,7;47158,8;47364,1;47350,4;47703,0;48383,1;48475,7;48652,0;48650,9;48705,15;48834,29;48960,94;49068,19;49095,31;49141,14;49470,43;49303,14;49335,91;49356,24;49480,79;49721,41;
1814000;"Powiat przeworski";;15663,9;15818,0;15849,3;15852,3;15898,2;15893,5;15919,5;16112,7;16212,4;16654,7;16754,1;16906,4;16982,0;17028,43;17150,41;17087,14;17264,12;17434,34;17643,82;17591,03;17663,83;17783,00;17805,73;17822,01;17853,90;
1815000;"Powiat ropczycko-sędziszowski";;12932,1;12940,7;12968,9;13043,0;13036,6;13225,1;13300,4;13378,1;13381,8;13373,1;13366,8;13365,3;13363,8;13376,55;13840,04;13924,84;13901,51;13948,82;13955,11;13987,89;13990,52;13962,21;13975,71;13999,13;14006,64;
1816000;"Powiat rzeszowski";;25635,4;25640,0;25918,5;26050,4;25993,1;26128,3;26071,5;26246,9;26859,9;27483,0;27869,7;27952,9;27972,1;28078,64;28057,08;28022,65;28107,65;28141,82;28157,48;28143,95;28206,98;28164,94;28130,85;28132,57;28038,86;
1817000;"Powiat sanocki";;61467,2;61582,5;61574,8;61587,6;61854,2;61912,7;61906,4;62210,7;62600,4;62700,7;62967,5;63027,9;63201,6;63246,33;63535,69;63663,59;63615,71;58441,24;58463,94;58507,49;58552,14;58571,48;58581,63;58594,72;58590,37;
1818000;"Powiat stalowowolski";;43260,1;43276,2;43269,3;43269,0;43289,2;43304,6;43303,5;43293,2;43287,1;43173,0;43211,8;43254,5;43253,6;43241,71;43459,21;43426,83;43454,25;43490,48;43386,36;43402,96;43376,19;43396,20;44155,02;43281,99;44252,37;
1819000;"Powiat strzyżowski";;12458,5;12660,1;12883,9;12962,9;12849,3;13295,3;13140,0;13141,4;13443,5;13551,8;13713,6;13819,8;13998,6;14137,40;14302,60;14403,67;14500,24;14569,07;14583,95;14637,57;14645,09;14791,65;14695,13;14717,09;14721,12;
1820000;"Powiat tarnobrzeski";;16750,7;16897,7;16981,1;16964,6;17004,2;17073,8;17556,0;17645,3;17570,8;17500,3;17594,7;17794,9;18164,9;18166,82;18163,16;18165,93;18317,35;18330,20;18381,14;18010,29;18013,24;18010,57;18514,24;18572,68;18606,48;
1821000;"Powiat leski";;;;56554,3;56606,2;56732,5;56798,1;56803,3;56807,4;57066,5;57099,8;57102,2;57513,8;57533,5;57552,64;57644,64;57861,89;57860,80;57939,15;57941,17;57937,93;57934,40;57938,63;57931,39;57935,11;58021,75;
1861000;"Powiat m. Krosno";;24,0;24,2;24,2;24,2;24,2;25,2;25,2;25,2;24,2;24,2;24,2;18,9;22,9;22,90;22,90;22,90;20,20;21,20;21,52;21,52;21,52;21,52;22,89;22,89;22,89;
1862000;"Powiat m. Przemyśl";;154,5;152,3;154,3;154,1;153,1;157,9;164,1;152,2;159,0;206,3;343,1;1195,1;1146,1;1146,06;1154,62;1154,62;1154,59;1154,08;1153,85;395,85;395,69;374,38;374,41;376,18;376,20;
1863000;"Powiat m. Rzeszów";;6,0;6,0;6,0;6,0;6,0;6,0;220,9;221,0;233,3;360,1;430,1;429,1;429,7;430,31;306,33;306,08;306,35;306,35;306,08;364,64;364,62;364,62;365,13;362,64;362,84;
1864000;"Powiat m. Tarnobrzeg";;522,8;522,8;523,8;611,0;612,1;619,1;619,1;619,1;618,1;618,1;619,1;619,1;622,1;641,29;641,32;641,32;643,32;642,32;642,32;642,32;642,32;640,43;631,43;631,43;631,43;
2001000;"Powiat augustowski";;77641,5;78194,0;78203,3;78328,4;78313,9;78319,6;78323,0;78372,9;78370,9;78395,5;78183,4;78227,1;78229,1;78251,27;78462,08;78507,72;78488,82;78521,41;78556,51;78570,08;78591,14;78602,92;78929,95;79140,36;79300,37;
2002000;"Powiat białostocki";;117946,8;118162,5;118331,4;118499,1;118636,7;118608,1;118593,2;118643,2;118699,5;118706,5;118909,1;118954,8;118974,3;119316,97;119409,83;119540,43;119700,95;119764,19;119721,03;119752,18;119694,34;119724,76;119763,35;120047,85;120144,70;
2003000;"Powiat bielski";;26452,1;26750,8;26922,5;27071,1;27208,5;27236,0;27293,9;27386,0;27403,1;27600,8;27736,1;27844,7;28063,3;28166,37;28228,48;28450,02;28451,24;28519,32;30426,81;28735,62;29839,93;29954,11;30169,85;30180,75;30196,59;
2004000;"Powiat grajewski";;21097,3;21422,9;21381,5;21400,6;21388,6;21988,7;21952,9;22053,1;22067,8;22178,0;22261,8;22270,0;22272,4;22277,91;22313,78;22328,11;22271,04;22277,12;22298,60;22302,28;22284,62;22320,35;22420,54;22417,60;22351,10;
2005000;"Powiat hajnowski";;82995,9;83461,8;83731,7;84379,6;84689,6;85694,1;85846,0;86146,2;86078,0;86965,0;87702,4;87832,4;88000,2;88062,50;88117,50;88139,05;88366,10;88441,11;88496,29;88564,86;88679,53;88868,79;88851,75;88840,01;88869,85;
2006000;"Powiat kolneński";;19382,3;19380,3;19378,0;19363,2;19893,9;19969,8;20387,5;20415,6;20510,9;20737,7;20803,8;20959,4;21105,9;21101,37;21113,79;21126,50;21148,48;21153,78;21147,00;21128,30;21113,31;21106,54;21109,92;21098,64;21098,61;
2007000;"Powiat łomżyński";;29575,8;29608,5;29615,6;29657,9;29675,8;30167,4;30292,2;30289,5;30368,0;30418,4;30462,5;30897,6;30930,2;31028,29;31045,00;31079,75;31280,53;31281,96;31251,27;31203,99;31090,07;31042,49;31084,89;31102,37;31158,43;
2008000;"Powiat moniecki";;27652,5;27700,0;27290,2;27400,9;27403,2;27659,3;28216,3;28463,0;28608,8;28603,1;28579,1;28587,1;28616,7;28621,15;28720,58;28711,97;28732,48;28747,96;29006,64;29015,79;29018,02;29024,86;32974,64;32911,27;32908,15;
2009000;"Powiat sejneński";;36069,4;36051,4;36048,7;36175,3;36360,2;36468,4;36480,4;36543,3;36548,1;36706,2;36668,3;36663,6;36667,7;36665,48;36732,57;36764,38;36782,16;36776,67;36765,15;36773,84;36849,46;36867,96;36882,43;36848,62;36860,46;
2010000;"Powiat siemiatycki";;47955,6;48029,7;48143,4;48228,1;48283,0;48315,0;48742,3;48759,1;48912,1;48805,5;49870,8;49985,3;50239,1;50298,90;50540,49;50987,12;50988,93;51136,98;50972,17;51206,71;51238,36;51986,48;52036,92;52116,88;51822,60;
2011000;"Powiat sokólski";;49282,7;49576,1;50139,3;50142,8;50231,5;50390,5;51819,2;51936,7;52629,2;52725,2;52766,1;52871,0;52941,6;52984,58;53052,55;52995,97;53082,13;53099,71;53570,53;53621,68;53698,80;53748,71;53828,31;53973,36;54014,05;
2012000;"Powiat suwalski";;22688,6;22687,8;22618,6;22600,3;23039,3;23178,9;23290,4;23320,0;23361,2;23405,3;23505,1;23531,6;23600,4;23546,33;23553,92;23564,27;23574,90;23602,45;23585,55;23641,36;23572,71;23452,86;23590,16;23607,41;23607,71;
2013000;"Powiat wysokomazowiecki";;23729,7;23690,0;23640,7;23760,0;23755,8;23739,8;23686,7;23985,7;23972,8;24001,1;23995,5;23883,5;23988,6;23953,33;23956,71;23919,04;23883,14;24007,95;24363,67;24459,63;24314,04;24166,64;24118,87;24108,50;23971,57;
2014000;"Powiat zambrowski";;19202,3;18064,5;17927,6;17954,0;17928,1;19794,1;19878,3;21679,7;21865,9;21900,8;21904,8;21932,6;21928,2;21936,34;21937,62;21910,96;21918,86;22006,45;22089,53;22056,27;22026,55;21951,49;22022,77;22075,49;22187,68;
2061000;"Powiat m. Białystok";;1876,0;1876,1;1842,3;1842,1;1853,6;1772,0;1843,0;1856,6;1875,1;1868,5;1867,4;1860,4;1856,3;1854,42;1880,35;1880,66;1893,16;1890,58;1886,00;1885,87;1884,57;1884,96;1884,97;1885,22;1884,61;
2062000;"Powiat m. Łomża";;29,7;29,7;29,7;29,7;29,7;29,7;30,7;30,7;35,2;35,2;35,2;35,2;35,2;35,11;35,01;35,00;35,00;32,87;32,87;32,87;32,87;32,87;32,49;31,58;31,58;
2063000;"Powiat m. Suwałki";;899,2;899,8;899,8;900,5;907,0;908,0;907,0;906,9;971,2;973,0;906,0;906,0;918,0;918,03;918,02;923,02;921,01;920,39;903,39;904,39;904,39;901,15;902,82;902,81;909,12;
2201000;"Powiat bytowski";;115135,3;115290,2;115173,3;115004,0;115127,2;116215,1;116200,4;116847,0;117157,2;117465,7;117483,1;117388,2;117606,0;117540,94;117601,57;117983,55;118159,47;118205,25;118165,72;117935,06;117959,00;118132,68;118239,38;118431,55;118398,35;
2202000;"Powiat chojnicki";;71465,3;71525,1;71676,5;71741,7;71813,9;71860,5;71885,6;71855,7;71890,7;71943,9;72075,3;72072,4;72028,1;72047,00;72153,56;72142,60;72085,89;72148,32;72121,25;72128,44;72049,79;72194,43;72291,23;72164,72;72144,10;
2203000;"Powiat człuchowski";;76993,4;77127,3;77265,1;78165,4;78289,0;78546,2;78625,3;78687,8;78691,4;78675,5;78758,9;78841,0;79175,9;79180,82;79380,83;79425,36;79511,19;79609,04;79747,37;79814,38;79883,22;79882,58;80237,83;80280,44;80324,78;
2204000;"Powiat gdański";;14185,7;14197,2;14231,2;14318,9;14238,9;14381,1;14368,8;14576,8;14620,3;14668,1;14773,1;14822,2;14846,8;14957,09;14956,68;14922,00;14944,17;14962,85;14942,94;14942,72;14942,75;14926,96;14933,26;14949,24;14960,85;
2205000;"Powiat kartuski";;34598,9;34600,0;34613,3;34096,5;34089,3;34190,6;34199,4;34313,3;34494,0;34589,3;35167,2;35107,8;35103,1;35297,81;35294,44;35242,42;35268,65;35243,60;35234,57;35357,60;35497,71;35487,93;35457,59;35450,66;35428,41;
2206000;"Powiat kościerski";;52623,6;52660,7;52738,9;52841,8;52701,1;52722,8;52660,1;52711,4;52807,1;52865,9;53045,0;53099,2;53219,1;53206,55;53162,79;53212,21;53203,91;53175,06;53198,99;53177,99;53312,05;53325,37;53523,22;53378,01;53468,65;
2207000;"Powiat kwidzyński";;18624,5;18733,3;18919,2;19186,2;19319,5;19290,4;19311,6;19385,2;19393,2;19430,6;19566,0;19711,3;19730,4;19757,63;19664,02;19680,27;19701,00;19706,79;19713,35;19710,32;19726,61;19726,72;19777,15;19776,46;19774,64;
2208000;"Powiat lęborski";;27356,7;27382,2;28026,6;28103,1;28346,4;28561,8;28613,9;28689,2;28709,9;28835,0;28871,9;28988,8;29092,4;29157,92;29199,94;29213,54;29381,66;29392,73;29392,15;29382,08;29378,36;29386,60;29404,80;29362,69;29392,42;
2209000;"Powiat malborski";;12898,1;12974,9;970,9;975,1;1015,7;1015,5;1103,7;1087,7;1143,1;1151,3;1126,4;1147,8;1158,9;1158,98;1185,91;1195,31;1196,43;1199,62;1198,47;1199,78;1199,95;1200,19;1200,40;1199,47;1199,73;
2210000;"Powiat nowodworski";;5404,4;5408,9;5417,6;5635,8;5678,8;5662,4;5647,6;5547,0;5600,4;5629,5;5614,5;5612,2;5657,1;5652,63;5649,41;5640,27;5631,79;5639,98;5624,55;5606,46;5605,90;5546,73;5540,23;5541,04;5540,59;
2211000;"Powiat pucki";;17913,6;18101,6;18127,6;18222,5;18317,8;17964,7;17967,4;18018,3;18003,8;18112,7;18118,8;18145,8;18136,0;18127,13;18157,21;18174,07;18186,68;18201,33;18203,32;18218,32;18228,62;18229,46;18220,30;18268,69;18269,33;
2212000;"Powiat słupski";;82605,4;82776,0;82754,1;82929,6;83305,5;83513,0;83817,4;84121,9;84187,0;84498,4;84554,1;84747,0;84804,8;85316,50;85140,31;85181,23;85355,98;85582,55;85599,50;85631,17;85686,00;85677,63;85731,44;85785,92;85903,01;
2213000;"Powiat starogardzki";;57268,3;57749,7;57884,5;57989,2;58196,1;58270,7;58341,6;58352,6;58381,7;58375,4;58405,6;58566,3;58577,8;58574,05;58577,86;58382,52;58489,14;58459,21;58420,70;58412,29;58415,11;58471,11;58323,67;58209,91;58215,24;
2214000;"Powiat tczewski";;10187,4;10268,3;10293,4;10337,5;10330,6;10311,8;10328,3;10395,1;10404,2;10383,2;10385,9;10409,6;10414,0;10422,27;10424,51;10428,92;10427,87;10431,26;10431,82;10436,39;10436,40;10520,00;10504,00;10510,59;10490,61;
2215000;"Powiat wejherowski";;56035,3;56312,8;56509,2;56680,9;56816,4;56872,5;56982,9;57131,8;57155,6;57475,4;57504,7;57412,3;57451,8;57425,85;57475,18;57491,62;57483,58;57482,82;57470,48;57493,65;57439,27;57408,92;57465,41;57506,38;56913,09;
2216000;"Powiat sztumski";;;;12302,4;12542,4;12659,7;12617,5;12618,8;12644,9;12712,5;12715,2;12715,3;12706,4;12805,8;12803,06;12803,15;12863,49;12973,61;12905,22;12968,96;12992,92;13000,38;13049,13;13054,89;13057,85;13053,40;
2261000;"Powiat m. Gdańsk";;4600,7;4597,5;4590,4;4685,3;4691,3;4691,7;4691,0;4692,0;4688,9;4688,9;4688,8;4694,1;4693,2;4681,66;4706,87;4706,07;4802,87;4808,05;4810,49;4649,67;4650,63;4649,39;4647,32;4647,33;4647,32;
2262000;"Powiat m. Gdynia";;6201,3;6205,3;6205,0;6204,1;6196,1;6154,7;6163,9;6167,3;6175,3;6174,7;6174,5;6174,7;6162,0;6155,92;6157,04;6157,04;6157,05;6164,58;6159,50;6149,40;6149,47;6149,48;6149,41;6156,70;6186,43;
2263000;"Powiat m. Słupsk";;536,0;536,0;537,0;536,0;535,8;537,1;509,3;509,7;508,6;527,1;522,5;522,6;524,4;524,56;523,19;504,27;507,30;507,12;507,12;507,12;507,12;507,12;507,12;674,46;674,30;
2264000;"Powiat m. Sopot";;933,2;930,6;930,2;930,2;929,7;930,8;930,8;930,8;930,8;930,8;930,8;931,0;931,0;930,96;929,47;929,47;925,01;925,01;925,01;924,47;924,47;931,81;931,81;931,81;931,81;
2401000;"Powiat będziński";;7433,1;6549,0;7715,4;7780,0;7776,8;7763,4;7603,9;7687,6;7809,7;7999,7;7836,9;7862,0;7857,2;7879,86;7882,68;7905,50;7903,36;7883,04;7885,68;7713,82;7722,27;7751,36;7721,57;7733,42;7734,95;
2402000;"Powiat bielski";;12918,2;12916,1;12896,3;12874,0;12884,3;12919,6;12890,5;12998,0;13030,8;12979,3;12997,7;12990,1;12986,4;12995,56;12977,03;12989,52;12978,66;12936,23;12888,80;12859,76;12857,55;12846,73;12842,01;12814,85;12810,12;
2403000;"Powiat cieszyński";;28149,8;28214,4;28226,7;28439,7;28445,2;28441,0;28460,2;28397,7;28470,8;28465,7;28463,0;28459,5;28458,2;28664,98;28665,81;28390,00;28386,31;28388,95;28389,15;28410,39;28442,35;28439,73;28217,09;28222,57;28232,61;
2404000;"Powiat częstochowski";;43983,4;43517,3;43580,1;43594,2;43659,4;44067,4;44140,4;44268,5;44276,3;44248,4;44658,0;44784,4;44450,2;44603,34;44611,24;44647,69;44736,49;44900,07;44944,52;45635,43;45656,44;46331,00;46380,89;46450,96;46074,27;
2405000;"Powiat gliwicki";;21933,8;21938,7;21941,8;21918,5;21907,8;21895,9;21952,0;22003,1;21841,2;21845,8;21922,3;21992,2;22008,7;22153,76;22237,71;22272,01;22302,45;22221,53;22223,91;22415,11;22516,08;22569,34;22549,37;22319,54;22620,77;
2406000;"Powiat kłobucki";;26579,6;26631,4;26331,4;26397,4;26430,7;26527,6;26562,0;26636,2;26636,0;26650,1;26658,3;26668,8;26666,0;26776,52;26882,79;26977,96;26724,74;26813,75;26744,18;26626,56;26635,24;26662,34;26663,09;26796,04;26761,15;
2407000;"Powiat lubliniecki";;42587,1;41904,6;41898,8;41985,3;42016,0;42026,9;42174,7;42207,3;42308,1;42161,5;42173,8;42159,0;42150,2;42150,18;42066,85;42069,80;42063,00;42117,90;42119,87;42126,36;41858,76;41927,75;41912,84;41935,57;41970,67;
2408000;"Powiat mikołowski";;8384,8;8473,9;8471,3;8445,4;8364,8;8475,3;8511,7;8558,5;8572,7;8566,8;8570,5;8580,8;8652,5;8683,19;8682,53;8639,87;8627,52;8634,10;8628,57;8630,81;8640,55;8653,12;8648,64;8653,04;8651,88;
2409000;"Powiat myszkowski";;10340,9;11261,6;11343,1;11689,2;11329,7;11463,6;11466,9;11495,1;11513,6;11509,1;11512,1;11579,2;11670,4;11666,13;12125,45;12238,00;12352,80;12466,66;12144,36;12182,04;12183,84;12197,53;12211,11;12003,07;12022,08;
2410000;"Powiat pszczyński";;13439,0;13413,4;13421,2;13511,9;13500,4;13528,6;13580,9;13581,9;13582,1;13573,9;13566,0;13566,0;13616,0;13619,27;13606,33;13602,58;13589,39;13599,37;13623,74;13621,09;13620,10;13610,79;13609,12;13609,86;13586,21;
2411000;"Powiat raciborski";;14106,8;14072,2;14068,7;13892,9;13978,3;13968,5;14006,8;14001,5;13792,1;13780,1;13798,2;13787,3;13794,2;13797,65;13801,92;13794,74;13817,88;13818,91;13819,27;13814,67;13838,41;13843,66;13848,29;13846,27;13850,37;
2412000;"Powiat rybnicki";;7426,7;7383,3;7374,2;7380,7;7394,2;7408,5;7408,6;7429,3;7408,6;7407,7;7401,7;7401,8;7403,6;7403,98;7399,07;7409,07;7414,53;7411,53;7409,77;7462,25;7463,46;7463,37;7478,57;7480,01;7490,50;
2413000;"Powiat tarnogórski";;32472,8;32466,8;32412,2;32640,0;32645,9;32652,7;32669,2;32766,6;32731,3;32759,4;32722,9;32768,1;32890,2;32984,24;33004,43;33019,79;33024,52;33347,02;33371,80;33359,43;33337,88;33355,59;33249,89;33280,84;33271,52;
2414000;"Powiat bieruńsko-lędziński";;2410,9;2363,2;2337,2;2322,0;2332,7;2339,4;2347,9;2348,9;2335,8;2335,7;2339,8;2334,3;2346,3;2345,68;2343,04;2345,42;2342,89;2344,98;2344,57;2335,36;2339,43;2346,13;2366,99;2372,42;2354,37;
2415000;"Powiat wodzisławski";;2876,8;2772,0;2764,2;2855,0;2815,6;2807,7;2807,9;2755,4;2733,3;2733,2;2762,7;2758,1;2758,6;2753,26;2752,99;2736,39;2735,39;2721,80;2796,59;2797,51;2794,29;2795,17;2808,72;2837,79;2841,91;
